positive,subjective,3) I like the back-lit (dimmable) keyboard - typing is smooth and the layout is good
positive,subjective,2) The touchscreen works well and looks great (is vivid and bright
positive,subjective,Battery life seems to be fair to good
positive,subjective,Use of headphones or an external audio device HIGHLY recommended
positive,subjective,The screen size is nice and large and the touch sensors seem to be a bit less sensitive than my VAIO ultrabook
positive,subjective,I recommend using a smaller memory stick if positivesible
positive,subjective,Another feature I used right away was to backup the system recovery partition to a USB drive
positive,subjective,It does make a very nice display for displaying videos to coworkers though
positive,subjective,"The touch display is interesting and being able to rotate the display back greater than 270 degrees allows you to place the computer keyboard down and still be able to interact with the system with touch, gestures and the on-screen keyboard"
positive,subjective,"Six GB of RAM may not be enough for power users, but I saw no issues with day-to-day tasks"
negative,objective,"Battery life isn't the greatest (about 3 1/2 hours on full performance, 4 if the screen is dim)"
negative,objective,"The touchpad does kind of suck (and this is coming from someone who ditched the mouse on my old laptop in favor of solely using the touchpad), but I quit even trying to use it once I got used to the touchscreen, which is awesome"
positive,subjective,The computer is now super fast and a pleasure to use
negative,objective,"uk/blog/technology/fix-for-lenovo-g580-wifi-issues-on-windows-8/  Using the official Lenovo guide to opening the case, I connected the black wire to the WiFi card which had only the white wire connected"
positive,subjective,Beautiful screen and very fast
negative,objective,Works only when connected with an ethernet cable or is 5' or less from the router
negative,objective,Drops the signal every few minutes or gives a download speed of 0
negative,objective,An absolute piece of crap for connecting to our home network
positive,subjective,"When listening to music, the audio sounds amazing"
positive,subjective,Everything looks nice and professional
positive,subjective,"Also the touchscreen works great, it's very responsive"
positive,subjective,1 can be annoying at times (rarely) but I have not experienced any difficulties because it was made for touchscreen laptops like this
negative,objective,The keyboard took some time getting used to
negative,objective,My only issue comes from adjusting to the touchpad- I often unintentionally switch screens by swiping the wrong way
positive,subjective,It runs efficiently and I love the touch screen
positive,subjective,Love the touch screen
negative,objective,Does not come with MS Office
negative,objective,Not a gaming laptop
negative,objective,CONS - Not good for traveling (too heavy and short battery life)
positive,subjective,Easy to multitask with split-screen
positive,subjective,Looks sexy
positive,subjective,PROS - Good full HD screen for movies
positive,subjective,This is my first time using a windows 8 computer but in my opinion the mechanics of the touchscreen are very intuitive to the OS
negative,objective,) but there's no dedicated graphics card so this is not for gaming
positive,subjective,"It's great for the average user (email, web-surfing, homework, netflix, amazon, hulu, etc"
positive,subjective,Screen resolution is good (for us old folk)
negative,objective,Keyboard keys could be little more soft
positive,subjective,"I liked Processor Performance, Screen Clarity &amp; Touch Screen"
positive,subjective,"HD Videos are worth to watch, just cool"
positive,subjective,Very easy setup fun to use
positive,subjective,Processing speed isnt that awesome but overall I think it's performance is good
positive,subjective,"We've purchased 3-year, accidental damage, onsite service and don't regret it"
positive,subjective,"If you plan to get this laptop, I highly recommend purchasing a warranty plan directly from Lenovo"
positive,subjective,Each of these computers has run reliably and quickly
positive,subjective,We have purchased several at work for our developers and immediately wiped the hard drive to install Linux
positive,subjective,"It responds quickly, even with multiple windows open"
positive,subjective,"Overall, it's a great machine for the price"
positive,subjective,") I've found the best way to deal with it is to not touch the mouse for about 5 seconds, and it returns to normal"
negative,objective,"It is incredibly sensitive, often freezes, and constantly zooms the page in and out"
negative,objective,It began freezing from the first day I had it
negative,objective,The first laptop Amazon sent me had some hardware problem
positive,subjective,"Packaging was great and delivery was on time - ahead of schedule,actually"
positive,subjective,"Fast and user friendly, lots of power and memory"
negative,objective,Would it cost me to re shipped to the US for exchange and return to Jamaica
positive,subjective,Other than that it's a good computer for the price
negative,objective,"My only complaint is the touchpad, which does all kind of annoying stuff if you accidentally touch it the wrong way"
positive,subjective,Modification: One big thing I changed about this laptop was that I replaced my DVD burner with a 2
negative,objective,The arrow key right next to the 0 numpad key can also be annoying
positive,subjective,"It's nice to see 6GB RAM in a laptop at this price range as you can easily chew through RAM when having lots of Chrome tabs, Office, VLC, etc open"
positive,subjective,The i3 is perfectly fine for what I need to do with the laptop which is just to use Office and web browsing
positive,subjective,Specs: For the price (3XX USD) this was hands down the best price vs performance laptop
positive,subjective,"Looks wise, the faux brushed metal look is pretty good"
positive,subjective,Exterior quality: The shell is very thin
positive,subjective,"The sound is pretty good, so I use it as is"
positive,subjective,"This is not a really probable PC, it's a gaming PC that's easy to move from place to place, but no road warrior -- keep this laptop plugged-in"
positive,subjective,"Really good notebook, very thin"
negative,objective,"Only gripe, the battery life is a little short"
positive,subjective,"Amazing keyboard, the wieght isnt a burden to carry in a bag"
positive,subjective,Its a gaming laptop that can pass as a work laptop
positive,subjective,People complain about the screen but honestly its not bad
negative,objective,The hybrid drive that comes with the device is slow as snails
negative,objective,It crashes in chrome and everything else
negative,objective,Wi fi card constantly crashes
negative,objective,- fingerprints are visible on laptop's lid
positive,subjective,8gb ram stock would get 5 stars
positive,subjective,"I tried with 4 and upgraded, big difference booting and loading Web pages"
positive,subjective,Great value for folks that want a small laptop
negative,objective,"So, I thought an external mic would solve my problem but, as I later discovered after a tech call to Lenovo, with combo jacks (The x140E has only one jack for both mic and headset), the combo jack will recognize an ordinary 3"
negative,objective,Not really heard through the speaker playback but if you listen to the recording with a headset you can hear that winning sound
negative,objective,")  Anyhow, I reduced mic boost to zero and the mic volume to 40% but it didn't help much"
negative,objective,There is a background noise in the audio  that is very annoying
positive,subjective,"It's fairly decent in my opinion as onboard webcams go, picture wise that is"
positive,subjective,It does allow for low light recording which is good for me since I record mostly at night
positive,subjective,I watched an HD movie last night on the Lenovo and it was equally as good
positive,subjective,"Once again, I have a Toshiba Thrive tablet and it has a great HD screen so that was my standard"
positive,subjective,Very light on the bass and thin sound through the speakers
positive,subjective,But forget about thinking that it having Dolby means it's gonna sound good with music
positive,subjective,"Sound through the speakers is loud as laptops go so, if listening to the spoken word, it will do fairly well"
positive,subjective,And it's not cramped at all as I expected being a small laptop
positive,subjective,As good as an old Dell laptop I had which was my standard for a laptop keyboard
positive,subjective,I really like the keyboard
positive,subjective,"So, if you're expecting this thing to perform like a ""work horse"" that can run a few programs at a time, it will definitely depend on which programs and the resources they require"
positive,subjective,I ran the battery of tests (some tests take hours so be aware of that) and I passed them all
negative,objective,"I actually disabled Windows Update for now and, so far, no choke ups"
negative,objective,"24/7 tech support but I just discovered, after a call about bluetooth (I could not access the software so I could not pair my new headset) that their tech support is only for hardware issues and that Tech support for software issues is a paid service"
negative,objective,"If you do the Operating System Restore process using the Lenovo Software, DO NOT USE AN EXTERNAL HARD DRIVE THAT ALREADY HAS DATA ON IT"
positive,subjective,I'll try to positivet an update once I start using it daily
positive,subjective,"Based on the price, specs, and shipping, I think this was possibly the best deal on a basic college friendly laptop"
positive,subjective,"I still strongly prefer Mac's OS, but needed something with Windows for work purpositivees"
negative,objective,The worst part of the whole experience is all the bloatware that comes with the laptop and the Windows OS
positive,subjective,"The screen is not terribly impressive, but it's good enough for doing what I need to do with it"
positive,subjective,"The size is perfect too - enough to feel sturdy, but still fits easily into a large purse or work bag"
positive,subjective,"DO NOT purchase this laptop if you're looking for a computer that can store lots of stuff, run multiple applications, and do work that requires fast processing"
positive,subjective,"It was a great price (snagged it for $280), has a fantastic battery life, the keyboard is comfortable to use, and the speed is respectable"
positive,subjective,"If you are looking at this laptop, before buying consider what it is that you will use it for"
positive,subjective,"Originally, I planned to get a Mac Air, but this one was several times cheaper, and I could upgrade it and do more"
positive,subjective,Better than average battery life
positive,subjective,I added a Kingston 4GB memory stick to up it to 8GB for future use but the memory it came with was fine
positive,subjective,Since I'm using it as a work computer I have to add a monitor to it but that's okay
positive,subjective,For under $300 (before tax mind you) this is an outstanding little computer and with an 11
positive,subjective,Great little labtop really like it needs memory upgrade
negative,objective,"*Battery life leaves more to be desired, but then again, it's the skinniest little rod lodged in the back of the thing"
positive,subjective,They are sturdy now
negative,objective,"It lasts about 30sec every 30-45min, but it's so bad that I bought a wireless mouse to avoid it"
positive,subjective,"Good quality resolution webcam, too, although I never use it"
positive,subjective,"The colors are vivid (including the yellows), and for a 15"
positive,subjective,No wonder it's rumored that Lenovo's keyboards are the best in the business
positive,subjective,"The material seems thick and sturdy, much like Vaio's magnesium laptop material"
positive,subjective,"*Surprisingly durable, expensive feeling plastic"
positive,subjective,*Way more power than I expected
positive,subjective,"Great deal and fast shipping, too"
negative,objective,"The screen color saturation, shadows, projected light, and materials rendering are basically crap, but it does render them"
negative,objective,In SL I set the Firestorm viewer to Ultra and oddly enough it performs without significant lag even with a Wifi connection
positive,subjective,"I was attracted to this machine for its price, the i3 processor, Bluetooth, and 6GB RAM"
positive,subjective,"But I didn't want to waste money on a machine I couldn't actually do work on, so I opted for something just a bit better"
positive,subjective,"I'll have a good desktop where I'm going, but I needed something to transport my essential files and a few special apps, so I was really looking in the under-$300 range"
positive,subjective,"Very thin with DVD, great user interface, stylish and durable brushed metal case/look, lots of ports at a fantastic price"
positive,subjective,Performance/speed meets her expectations
positive,subjective,"She uses it for school, watching movies etc"
positive,subjective,The power cable for it is a nice design it has an odd connection into the unit which looks like it would be difficult to break or accidentally bend ( I had this happen with a Toshiba Satellite and it was difficult to use comfortably afterwards )
positive,subjective,In terms of the hardware compatibility with the Linux kernel I can't say I didn't test it extensively
positive,subjective,So if you intend to boot GNU then you shouldn't have much of an issue after disabling Secure Boot
positive,subjective,This laptop comes very close even though it has a DVD drive
positive,subjective,I think if that is something you are looking for in a laptop you will be pleased with this
positive,subjective,I like a laptop to sit on my lap comfortably and not to take up a huge amount of space because that is not a comforting experience for me
negative,objective,The i key on it was loose then came completely off
negative,objective,The main issue is that is has no ethernet port
negative,objective,"The only other issue is the touch pad, but it's more of a sensitivity thing and learning Windows 8 gestures than the laptop itself"
negative,objective,"It's glossy, which isn't too big a deal, but you can see the pixel grid which is to me"
positive,subjective,It's good for $350
positive,subjective,"Over all it's a good laptop, especially for the price"
positive,subjective,"no regrets so far buying this item,also kudos to amazon for fast shipping that was free"
negative,objective,"BUT: I really hate using the mouse buttons, it could just be that they look like they were sunken down a little more but I don't know"
positive,subjective,"OVERALL: I like this laptop; It looks spectacular, it feels nice, it's light and thin, very very useful and nice"
positive,subjective,"Other than that it runs very well, it boots pretty fast and handles apps and Windows 8"
positive,subjective,Good USB transfer speeds
positive,subjective,Good performance for the money
positive,subjective,Performance is pretty good as long as you're willing to be patient once in a while for the inevitable slowdown
positive,subjective,"SD card slot is a nice touch, especially for those wanting fast access to photos and video"
negative,objective,"This laptop's biggest weakness is it's slow 5400rpm platter drive, which results in the entire system grinding to a halt during heavy file transfers to and from the hard disk"
positive,subjective,"I wanted this laptop to be mostly affordable, but also be able to handle Adobe Lightroom so that I can do photography work on the go"
positive,subjective,I ordered the G50 Core i3 for the $350 deal going on a few weeks ago
positive,subjective,Pretty good laptop at this price
positive,subjective,"The images are crisp and clear, the camera works well"
positive,subjective,"I'm still getting used to Windows 8, but I'm enjoying this computer very much"
positive,subjective,"The computer operates very cool without overheating, which is great (even when watching movies)"
negative,objective,"However, they are not lit as some will want a lit keyboard for a number of reasons"
positive,subjective,"After using this computer for a few months, I would say this is a very well designed laptop which delivers solid value with genuine Intel chip, plenty of RAM for most users at 6GB and a decent 500GB HDD"
negative,objective,"The screen display seem a bit faded in terms of contrast, but since I am not familiar with Windows 8"
negative,objective,I've fixed problems via troubleshooting and have updated drivers with only limited success
negative,objective,"However I've spent hours trying to solve somewhat intermittent, but frequent problems with the wireless connection"
negative,objective,I have owned several brands of laptop PC's and this is the WORST costumer service
negative,objective,"I argued with the guy for ten minutes, and eventually spoke to a supervisor who told me that there was now NO warranty any more since 30 days had passed"
negative,objective,There is no update for it yet
negative,objective,"However, another issue I have had is that the driver for the touch screen often comes up with conflicts yielding the touchscreen inoperable"
negative,objective,Update: Asus indeed did not offer ANY support for the issue
negative,objective,they wanted a $100 to fix the problem
negative,objective,"However, there are still glitches in the software that make the product HIGHLY frustrating"
positive,subjective,The Ultrabook boots fast and works wonderfully with an integrated touchscreen
positive,subjective,Windows 8 seems fun and sleek
negative,objective,"Of course, with my luck, the touch screen was and still is unresponsive"
negative,objective,"Upon reboot, the touch screen simply didn't function"
negative,objective,"Suddenly, with my hands away from the device, multiple points began to be ""pressed"" on the screen, and my Start Screen UI started to shake uncontrollably, as if a bunch of fingers were simultaneously tapping different parts of the screen"
negative,objective,The screen quality has nothing special and reflects light easily
negative,objective,"This laptop is not really fast for a brand new one, and sometimes the screen freezes without any reason"
negative,objective,Sometimes the touchpad mouse stop working and I have to restart the pc
negative,objective,"Ater that, I've contacted ASUS service but no solution"
negative,objective,I've installed the driver by myself but it has not been detected
negative,objective,There is not bluetooth on this item
negative,objective,Internet explorer regularly crashes
negative,objective,An internet search and review of the device settings did not reveal a way to change the settings
negative,objective,"The touchpad is constantly in the way when typing, the cursor is constantly jumping around"
negative,objective,"The apps that can be opened from the start page are very limited in what they can do, it's better to just go to the desktop and work from there"
negative,objective,Unfortunately Windows 8 is short on functionality
negative,objective,The touch screen function is something I personally never use and simply creates more confusion and frustration
negative,objective,The specs of the hardware also don't seem capable so far to smoothly run the operating systems
negative,objective,only to find out that the touch screen keyboard DOES NOT WORK
negative,objective,The screen is somewhat saturated
negative,objective,It is just unacceptable for this laptop to be painfully slow
negative,objective,I was very disappointed by its performance - this laptop is way too slow
negative,objective,The wireless was spotty and there was significant lag when opening programs
negative,objective,Out of the box this computers performance was poor
positive,subjective,- seems like it's sturdy and well built
negative,objective,- The touchpad's buttons are part of the touchpad - so every time I want to click on something the mouse pointer moves and it's annoying
negative,objective,- the wireless stops working every few hours for a few minutes - and it sometimes doesn't work well after the computer wakes up from sleep mode
negative,objective,"This computer is suppositiveed to have the OS installed on the 500gb HDD, I received it with the OS on the 24gb SSD"
negative,objective,If you look at other reviews of this laptop you can see that a few other people are experiencing the same unexpected shut downs
negative,objective,I can't use it for presentations because I am afraid of it shutting down in front of an audience
negative,objective,There are many instances in which I have lost my work because the computer had unexpectedly shut off (happens at least once every 2-3 days)
negative,objective,"However, it is unreliable because it will randomly shut down without warning"
positive,subjective,The laptop has pretty good specs and can certainly handle anything school / work / entertainment related
negative,objective,we had several problems with the laptop freezing up
negative,objective,Still can't stay connected to the wifi at school
negative,objective,The screen still develops bubbles occasionally
negative,objective,(4) Does not maintain consistent wifi connection
negative,objective,(3) Cannot watch Netflix or other online videos (will buffer endlessly or not play in HD)
negative,objective,"(2) Keyboard issues: unresponsive keys, especially the space bar"
negative,objective,(1) Bubbles occasionally form on touch screen
positive,subjective,"(3) Decent battery life: about 5-6 hours with Chrome, Spotify, and Word"
positive,subjective,(2) Looks nice
negative,objective,Even next to modem signal would drop too
negative,objective,It took 3 days to download 48 Microsoft updates
negative,objective,It takes several minutes for google chrome to come up
negative,objective,One freezes up every now and then
positive,subjective,I do like the touchscreen
positive,subjective,It's fine for basic use but I am not that impressed with the software and hardware
negative,objective,"I couldn't not believe this has no CD Drive, can't load my software on it, sucks; not to mention you have to purchase everything"
negative,objective,The time wouldn't set either
negative,objective,This computer never worked for us when not plugged into an outlet
negative,objective,", Also, there is no ability to load CD's &amp; DVD's into the computer externally"
positive,subjective,as cool as a touchscreen may be
positive,subjective,Will update as I think of more helpful info
negative,objective,"I broke one USB port trying to insert a flash drive, so my advice would be to handle it gently"
negative,objective,Out of the box this netbook is very slow with simple tasks such as web browsing; I know other people who returned it because of its speed
positive,subjective,I recommend that you buy one with a video that you can actually use with a HDTV
negative,objective,inadequate CPU chip with video
negative,objective,touch screen not always responsive
negative,objective,crashed a couple of times
positive,subjective,touch screen concept is nice
negative,objective,because it really does not work with HD resolution
negative,objective,I find the HDMI port on this computer very misleading
negative,objective,the HDTV's resolution is reduced
negative,objective,"was not high enough to connect to a HDTV, unless perhaps"
negative,objective,the error message I got was that the resolution was not high enough
negative,objective,"it has an HDMI port, but I wasn't able to use it to display on my 720P HDTV,"
negative,objective,internet connection drops every ten minutes
positive,subjective,"All that said, the rest of the computer seems to work very well and the flippable design is something that I really wanted for my father so he could use tablet or laptop so that's why I didn't return it"
negative,objective,The first thing you need to know is that the wireless card on this computer is absolute junk
negative,objective,"I was concerned about reviews of wireless connection issues but, since these were in the minority, I decided to give this computer a try anyway"
negative,objective,"This was added to by the location of the power button on the left side at the front, meaning it is very easy to switch off by mistake"
positive,subjective,"I was excited to get this laptop as it was my first new one in a long time, the touchscreen is very nice to use but the laptop is let down by the windows 8"
negative,objective,"However, after 3 weeks this $750 computer has stopped charging"
negative,objective,"event though, you have all features it is not switching ON"
negative,objective,Even though I have international warranty the replacement will take almost a month
negative,objective,I brought to India and the service center response are very slow and they are saying that there will be some issue in mother board
negative,objective,"I tried all possibilities from forums whether shipping mode is on , I used bundle adapter to get is charged , checked all probabilities of pressing the buttons"
negative,objective,Only once it got switch ON for the next time the poer button is not at all responding
negative,objective,It showed every fingerprint
positive,subjective,I bought an HP &amp; their lit keys are great
negative,objective,It had silver keys with the shape of the letters cut out which made the keys unreadable during the day
negative,objective,The design for the lit keys was flawed
negative,objective,"The computer box was placed inside of a larger box (as expected), but with very little added protection (the computer was literally rattling around in the larger box)"
negative,objective,"It had intermittent operating problems (2 navigation arrows on screen at same time, intermittently scrolled thru various windows for no reasons, shaking screen displays, etc"
positive,subjective,First - I'm a big fan of ASUS (and have another ASUS laptop that I'm using to write this review)
negative,objective,Keyboard not backlit like advertised
negative,objective,"He bumped it off the nightstand, and it fell 18&#34; to the ground, and the touch screen cracked"
negative,objective,Basically its a Windows OS that is dedicated to trying to get you to buy apps for everything
negative,objective,"Regardless of it's inability to turn on, if you can get it working, it's ok"
negative,objective,"Even when it's put to sleep and shut, the battery quickly drains even with ZERO use"
negative,objective,"You can see where the pressure point is right on one of the clamps for the keyboard portion, but ASUS refuses to cover the repair under a defect warranty"
negative,objective,The hinge was so tight a crack formed from bottom to the top of the device
negative,objective,The MOST concerning issue I've had is when I closed the lid
negative,objective,"While that was an accident, and they do happen, I've kept laptops in that backpack for years and never had that issue"
negative,objective,"I do not know what causes this issue, but it happens to both of our units"
positive,subjective,"After that, you can install the update manually and it works fine"
negative,objective,"For some reason, the automated updates will kill features like wifi constantly"
negative,objective,The home button only works half of the time
negative,objective,also by now the return window has closed with Amazon and i am pretty disappointed with this device
negative,objective,i did buy the ever last case to help protect and keep the 2 devices together but to no avail
negative,objective,"Second, the connection from the tablet to keyboard keeps disengaging enough where i cannot use the keyboard and i have to re attach them ever couple of minutes"
negative,objective,Multitasking is an issue especially as newer updates are put into place from Microsoft
negative,objective,"I have had this Asus for about 5 months now, what i am finding is that this processor doesn't not have the ability to accommodate the power to run windows 8 effectively"
negative,objective,READ THIS: If you buy this product or any ASUS product MAKE SURE YOU BUY A 4 year 100% guarantee warranty
negative,objective,its just not useable to record or take pictures
negative,objective,In this day and age what company would produce a laptop or tablet that doesn't have a forward faceing camera
negative,objective,but then again no keyboard is unacceptable
negative,objective,The onscreen keyboard works but I cant type a whole paper without going crazy using that
negative,objective,"Whenever I try to type on it, I hear computer error noises and no letters"
negative,objective,Now more recently the keyboard it's self has stopped working all together
negative,objective,You can watch maybe 1 1/2 shows online before it goes dead
negative,objective,"The key board I feel is the root of the problem, and the problem in of its self"
positive,subjective,they work and are really cool when I get to use them
positive,subjective,Let me clarify that the system and accessories pertaining to the apps are great
negative,objective,This will be my last Asus
negative,objective,And of course I'm afraid to use the Power button or to install any purchased software that will disappear if I need to send it back again
negative,objective,"So, between shipping costs for the repair and a new MS Office download I'm out of pocket by about 40% of the cost of the computer"
negative,objective,"No, they didn't sell software"
negative,objective,"Well, then, could they give me the Product Key of another MS Office license, which they presumably had since that info is packaged with each new computer"
negative,objective,And I'd lost the Product Key to reinstall Windows
negative,objective,No idea why they needed to reinstall the OS when they fixed a switch but whatever
negative,objective,"Then the Power button jammed, in the Off position, of course"
positive,subjective,I liked this computer- for the first 3 weeks
negative,objective,I will look to return it or resell it (probably at a loss)
negative,objective,"Both of these makes it completely useless for me, since I primarily bought it as a way to take some kind of personal computer with me on business trips"
negative,objective,"Also, if you use it while charging, it sometimes uses more power than it takes in"
negative,objective,If i charge this before my trip and then open it up the next morning (without having turned it on) it's already completely drained
negative,objective,"The biggest problems, however, have to do with the battery power"
negative,objective,"For something so small, it's actually pretty clunky"
negative,objective,Battery depleted way too soon
negative,objective,it is embarrassing to say the least
negative,objective,the battery is constantly dies even when it is even plugged to wall socket
negative,objective,I returned the item within days for a refund instead of requesting a replacement because i didn't want to waste more time and money and perhaps receive another defective tablet
negative,objective,I gave the item two stars because it was effectively unusable out of the box
negative,objective,The charger's USB is poorly made
negative,objective,The tablets USB is wobbly
negative,objective,The item failed to take a charge and the battery slowly ran down
positive,subjective,Opened the packaging and found everything packaged nicely
negative,objective,"If you are ready to commit $350+ to a machine and treat it like glass even with a case then go for it, otherwise find another product"
negative,objective,I had only taken the tablet from class to home and somehow the screen shattered
negative,objective,That was until I opened my backpack and case to find the screen shattered
negative,objective,"If I wanted to use an external mouse, I would have had to use the one USB port available, meaning I couldn't utilize a USB drive to store or transfer files"
negative,objective,"The mouse was all over the place when I tried to type, but I suppose that is due to the nature of a tablet-size keyboard and necessary placement"
negative,objective,"I had to hold down the power button, and when that didn't work, I had to just close it and leave it alone to try again later"
negative,objective,It didn't always power down when told
negative,objective,"When I'd used the device for a couple of days, I discovered that the Windows interface was not worth the extra hard drive space"
negative,objective,"The Windows OS and Office Suite in conjunction with the native apps consumed roughly 30GB, as I expected from reading previous reviews, making me glad I chose the 64GB unit"
negative,objective,"It wasn't going to fall apart in my hands, but I've had plenty of Asus products and handled other tablets, and never has one felt like I'd have to treat it as gently as this one"
negative,objective,"Once inserted, the microSD card was pushed behind the edge of the slot, and I had a heck of a time getting it out"
negative,objective,"The touchpad was not attached properly, and had a tendency to slide off center, causing problems with sustained use"
negative,objective,"Unfortunately, this Transformer model did not live up to what I've come to expect from Asus"
negative,objective,"I can't click, cannot navigate, is completely crooked"
negative,objective,"I just opened my second tablet, the mouse pad is jacked up"
negative,objective,"Some software for Windows doesn't expect a missing keyboard; not Asus' fault, just an inconvenience"
negative,objective,Even when asleep it won't charge
negative,objective,Sometimes other touches don't well either
negative,objective,Trying to &#34;touch&#34; anything around the perimeter rarely works until it's been tapped a whole bunch of times
negative,objective,Unfortunately this tablet/laptop does not have the ability to use Outlook
negative,objective,i wasn;t expecting a rocket ship but i expected more based  on the reviews
negative,objective,even on the  web it lags
negative,objective,needs more memory to run 8
negative,objective,My netbook from 3yrs ago is faster than this
negative,objective,I would not have purchased it at all if I would have realized that games like Words with Friends were not available as apps
negative,objective,"The touch and feel of the keyboard was terrible, takes forever to scroll down to load up Emails"
negative,objective,I have to restart the computer for it to appear under Devices
negative,objective,3)  Often the D drive &#34;disappears&#34;
negative,objective,I always need to shut the computer down to turn the camera off
negative,objective,I can not find a key that turns it off
negative,objective,2)  Sometimes the camera turns itself on
negative,objective,It is difficult to complete a single sentence correctly
negative,objective,"1) when I am typing on the key board the software jumps around to other parts of the text, usually to where the cursor is"
negative,objective,I like the tablet but the operating system is CRAP
negative,objective,If they want to be really innovative they should make the keyboard and back panel solar powered
negative,objective,"It said that the battery life lasts somewhere between 12-14hrs, however the maximum life I got out of it since the beginning was the average 4-5hrs"
negative,objective,"I've had this since mid-September and it no longer charges, I believe the charger port is loose :(  What's frustrating is just how short the cord is for this device, and the placement of it really isn't the most friendly place"
negative,objective,"If you really, really want to buy one, get the warranty because you will probably need it within a month or two"
negative,objective,The bottom line is that I would not recommend the Asus Transformer book for school
negative,objective,"While it costs around $15 to replace each charger, the Asus warranty  service is so bad that I just paid for it myself"
negative,objective,"In addition, one of the chargers broke and the second one is barely working"
negative,objective,"Last week, the second Asus came home with a cracked screen"
negative,objective,"While it is lighter and powerful enough to use at school, one of the screens was cracked the second week of school"
negative,objective,It is so loose and every time that i try to use i have problems
